city;lat;lng;country;iso3
Tokyo;35.6897;139.6922;Japan;JPN
Jakarta;-6.175;106.8275;Indonesia;IDN
Delhi;28.61;77.23;India;IND
Guangzhou;23.13;113.26;China;CHN
Mumbai;19.0761;72.8775;India;IND
Manila;14.5958;120.9772;Philippines;PHL
Shanghai;31.2286;121.4747;China;CHN
São Paulo;-23.55;-46.6333;Brazil;BRA
Seoul;37.56;126.99;Korea, South;KOR
Mexico City;19.4333;-99.1333;Mexico;MEX
Cairo;30.0444;31.2358;Egypt;EGY
New York;40.6943;-73.9249;United States;USA
Dhaka;23.7639;90.3889;Bangladesh;BGD
Beijing;39.9067;116.3975;China;CHN
Kolkāta;22.5675;88.37;India;IND
Bangkok;13.7525;100.4942;Thailand;THA
Shenzhen;22.5415;114.0596;China;CHN
Moscow;55.7558;37.6172;Russia;RUS
Buenos Aires;-34.6033;-58.3817;Argentina;ARG
Lagos;6.455;3.3841;Nigeria;NGA
Istanbul;41.0136;28.955;Turkey;TUR
Karachi;24.86;67.01;Pakistan;PAK
Bangalore;12.9789;77.5917;India;IND
Ho Chi Minh City;10.7756;106.7019;Vietnam;VNM
Ōsaka;34.6939;135.5022;Japan;JPN
Chengdu;30.66;104.0633;China;CHN
Tehran;35.6892;51.3889;Iran;IRN
Kinshasa;-4.3219;15.3119;Congo (Kinshasa);COD
Rio de Janeiro;-22.9111;-43.2056;Brazil;BRA
Chennai;13.0825;80.275;India;IND
Xi’an;34.2611;108.9422;China;CHN
Lahore;31.5497;74.3436;Pakistan;PAK
Chongqing;29.5637;106.5504;China;CHN
Los Angeles;34.1141;-118.4068;United States;USA
Baoding;38.874;115.464;China;CHN
London;51.5072;-0.1275;United Kingdom;GBR
Paris;48.8567;2.3522;France;FRA
Linyi;35.1038;118.3564;China;CHN
Dongguan;23.021;113.752;China;CHN
Hyderābād;17.3617;78.4747;India;IND
Tianjin;39.1336;117.2054;China;CHN
Lima;-12.06;-77.0375;Peru;PER
Wuhan;30.5934;114.3046;China;CHN
Nanyang;32.9987;112.5292;China;CHN
Hangzhou;30.267;120.153;China;CHN
Foshan;23.0214;113.1216;China;CHN
Nagoya;35.1833;136.9;Japan;JPN
Tongshan;34.204;117.284;China;CHN
Luanda;-8.8383;13.2344;Angola;AGO
Zhoukou;33.625;114.6418;China;CHN
Ganzhou;25.831;114.933;China;CHN
Kuala Lumpur;3.1478;101.6953;Malaysia;MYS
Heze;35.2343;115.4796;China;CHN
Quanzhou;24.8744;118.6757;China;CHN
Johannesburg;-26.2044;28.0456;South Africa;ZAF
Chicago;41.8375;-87.6866;United States;USA
Nanjing;32.0608;118.7789;China;CHN
Jining;35.4151;116.5871;China;CHN
Hanoi;21;105.85;Vietnam;VNM
Pune;18.5203;73.8567;India;IND
Fuyang;32.89;115.814;China;CHN
Ahmedabad;23.0225;72.5714;India;IND
Bogotá;4.7111;-74.0722;Colombia;COL
Shenyang;41.8025;123.4281;China;CHN
Dar es Salaam;-6.8161;39.2803;Tanzania;TZA
Khartoum;15.6;32.5;Sudan;SDN
Shangqiu;34.415;115.656;China;CHN
Hong Kong;22.3;114.2;Hong Kong;HKG
Cangzhou;38.3047;116.8387;China;CHN
Riyadh;24.6333;46.7167;Saudi Arabia;SAU
Santiago;-33.4372;-70.6506;Chile;CHL
Xingtai;37.0717;114.5048;China;CHN
Zhumadian;33.014;114.022;China;CHN
Chattogram;22.335;91.8325;Bangladesh;BGD
Surabaya;-7.2458;112.7378;Indonesia;IDN
Zhanjiang;21.2701;110.3575;China;CHN
Bijie;27.284;105.292;China;CHN
Yancheng;33.3482;120.1626;China;CHN
Hengyang;26.894;112.572;China;CHN
Zunyi;27.722;107.031;China;CHN
Shaoyang;27.2395;111.4679;China;CHN
Sūrat;21.1702;72.8311;India;IND
Shangrao;28.4551;117.9431;China;CHN
Xinyang;32.149;114.091;China;CHN
Madrid;40.4169;-3.7033;Spain;ESP
Baghdad;33.3153;44.3661;Iraq;IRQ
Maoming;21.6627;110.9255;China;CHN
Jieyang;23.551;116.3727;China;CHN
Miami;25.784;-80.2101;United States;USA
Singapore;1.3;103.8;Singapore;SGP
Houston;29.786;-95.3885;United States;USA
Liaocheng;36.4559;115.9852;China;CHN
Huanggang;30.4537;114.8724;China;CHN
Dalian;38.9;121.6;China;CHN
Dallas;32.7935;-96.7667;United States;USA
Qingdao;36.0669;120.3827;China;CHN
Yulin;22.654;110.181;China;CHN
Douala;4.05;9.7;Cameroon;CMR
Qujing;25.491;103.796;China;CHN
Nangandao;35.3036;113.9268;China;CHN
Philadelphia;40.0077;-75.1339;United States;USA
Pudong;31.2347;121.5064;China;CHN
Toronto;43.7417;-79.3733;Canada;CAN
Zhengzhou;34.764;113.684;China;CHN
Dezhou;37.436;116.359;China;CHN
Nanchong;30.8372;106.1106;China;CHN
Jinan;36.6702;117.0207;China;CHN
Giza;29.987;31.2118;Egypt;EGY
Nairobi;-1.2864;36.8172;Kenya;KEN
Guadalajara;20.6767;-103.3475;Mexico;MEX
Ankara;39.93;32.85;Turkey;TUR
Tai’an;36.202;117.087;China;CHN
Langfang;39.5383;116.6835;China;CHN
Dazhou;31.2093;107.4678;China;CHN
Saint Petersburg;59.9375;30.3086;Russia;RUS
Monterrey;25.6667;-100.3;Mexico;MEX
Belo Horizonte;-19.9167;-43.9333;Brazil;BRA
Suzhou;33.6333;116.9683;China;CHN
Yongzhou;26.42;111.613;China;CHN
Changde;29.031;111.699;China;CHN
Xiangyang;32.01;112.122;China;CHN
Rangoon;16.795;96.16;Burma;MMR
Atlanta;33.7628;-84.422;United States;USA
Washington;38.9047;-77.0163;United States;USA
Zhaotong;27.338;103.717;China;CHN
Zhangzhou;24.513;117.647;China;CHN
Melbourne;-37.8142;144.9631;Australia;AUS
Yichun;27.816;114.417;China;CHN
Bozhou;33.8626;115.7742;China;CHN
Suqian;33.9331;118.2831;China;CHN
Abidjan;5.3167;-4.0333;Côte d’Ivoire;CIV
Ji’an;27.0912;114.9668;China;CHN
Guilin;25.275;110.296;China;CHN
Pingdingshan;33.735;113.2999;China;CHN
Berlin;52.52;13.405;Germany;DEU
Alexandria;31.1975;29.8925;Egypt;EGY
Mianyang;31.468;104.679;China;CHN
Sydney;-33.8678;151.21;Australia;AUS
Huanglongsi;34.795;114.345;China;CHN
Barcelona;41.3828;2.1769;Spain;ESP
Yuncheng;35.0267;111.007;China;CHN
Cape Town;-33.9253;18.4239;South Africa;ZAF
Changsha;28.228;112.939;China;CHN
Jeddah;21.5433;39.1728;Saudi Arabia;SAU
Weinan;34.5206;109.471;China;CHN
Chenzhou;25.77;113.016;China;CHN
Jiangmen;22.5789;113.0815;China;CHN
Jiujiang;29.661;115.954;China;CHN
Xinpu;34.5966;119.2214;China;CHN
Yibin;28.752;104.643;China;CHN
Huaihua;27.5698;110.0016;China;CHN
Yangzhou;32.3912;119.4363;China;CHN
Taizhou;32.4567;119.9229;China;CHN
Kunming;25.0464;102.7094;China;CHN
Yiyang;28.5549;112.356;China;CHN
Changchun;43.897;125.326;China;CHN
Lu’an;31.736;116.52;China;CHN
Jiangguanchi;34.0244;113.8201;China;CHN
Meizhou;24.289;116.122;China;CHN
Ürümqi;43.8225;87.6125;China;CHN
Suzhou;31.3;120.6194;China;CHN
Boston;42.3188;-71.0852;United States;USA
İzmir;38.42;27.14;Turkey;TUR
Guigang;23.112;109.599;China;CHN
Shantou;23.354;116.682;China;CHN
Kabul;34.5253;69.1783;Afghanistan;AFG
Xiaoganzhan;30.918;113.957;China;CHN
Bamako;12.6392;-8.0028;Mali;MLI
Luzhou;28.871;105.442;China;CHN
Hefei;31.8206;117.2273;China;CHN
Hengshui;37.739;115.669;China;CHN
Fortaleza;-3.7275;-38.5275;Brazil;BRA
Anqing;30.5318;117.1153;China;CHN
Liuzhou;24.3264;109.4281;China;CHN
Zhangjiakou;40.769;114.886;China;CHN
Zhaoqing;23.05;112.4667;China;CHN
Shijiazhuang;38.0425;114.51;China;CHN
Ningbo;29.8603;121.6245;China;CHN
Qiqihar;47.3549;123.9182;China;CHN
Phoenix;33.5722;-112.0892;United States;USA
Fuzhou;27.949;116.358;China;CHN
Chifeng;42.257;118.888;China;CHN
Xiaoxita;30.692;111.287;China;CHN
Amman;31.9497;35.9328;Jordan;JOR
Chuzhou;32.256;118.333;China;CHN
Linfen;36.088;111.519;China;CHN
Qingyuan;23.682;113.056;China;CHN
Xianyang;34.3299;108.7088;China;CHN
Loudi;27.6998;111.9944;China;CHN
Binzhou;37.383;117.971;China;CHN
Zhuzhou;27.829;113.133;China;CHN
Taiyuan;37.8704;112.5497;China;CHN
Nanning;22.8167;108.3275;China;CHN
Harbin;45.7576;126.6409;China;CHN
Abuja;9.0667;7.4833;Nigeria;NGA
Yokohama;35.4442;139.6381;Japan;JPN
Suihua;46.654;126.969;China;CHN
Zaozhuang;34.8109;117.3238;China;CHN
Detroit;42.3834;-83.1024;United States;USA
Xiamen;24.4796;118.0889;China;CHN
Neijiang;29.5802;105.058;China;CHN
Montréal;45.5089;-73.5617;Canada;CAN
Fuzhou;26.0743;119.2964;China;CHN
Baicheng;23.903;106.619;China;CHN
Wuhu;31.3526;118.4331;China;CHN
Yulinshi;38.2858;109.7341;China;CHN
Medan;3.5894;98.6739;Indonesia;IDN
Wenzhou;27.9938;120.6993;China;CHN
Changzhou;31.811;119.974;China;CHN
Puyang;35.7627;115.0292;China;CHN
Jiaozuo;35.2157;113.2419;China;CHN
Nanchang;28.683;115.858;China;CHN
Seattle;47.6211;-122.3244;United States;USA
Ibadan;7.3964;3.9167;Nigeria;NGA
Casablanca;33.5333;-7.5833;Morocco;MAR
Kumasi;6.7;-1.625;Ghana;GHA
Deyang;31.127;104.398;China;CHN
Busan;35.18;129.075;Korea, South;KOR
Hohhot;40.842;111.749;China;CHN
Hechi;24.693;108.085;China;CHN
Algiers;36.7539;3.0589;Algeria;DZA
Tangshan;39.6294;118.1739;China;CHN
Shiyan;32.629;110.7987;China;CHN
Lucknow;26.85;80.95;India;IND
Mashhad;36.3264;59.5433;Iran;IRN
San Francisco;37.7558;-122.4449;United States;USA
Boankra;6.6944;-1.4028;Ghana;GHA
Dubai;25.2631;55.2972;United Arab Emirates;ARE
Anshan;41.108;122.994;China;CHN
Baojishi;34.363;107.238;China;CHN
Qinzhou;21.981;108.654;China;CHN
Guiyang;26.647;106.63;China;CHN
Bengbu;32.917;117.389;China;CHN
Bazhou;31.868;106.748;China;CHN
Suining;30.533;105.593;China;CHN
Wuxi;31.491;120.312;China;CHN
Kotla Qasim Khan;32.5833;73.75;Pakistan;PAK
Hanzhong;33.0664;107.0232;China;CHN
Putian;25.4526;119.0078;China;CHN
Zhenjiang;32.188;119.424;China;CHN
Guang’an;30.4564;106.6326;China;CHN
Faisalabad;31.4167;73.0911;Pakistan;PAK
Changzhi;36.195;113.117;China;CHN
Tongren;27.7316;109.1895;China;CHN
Leshan;29.552;103.766;China;CHN
Santa Cruz de la Sierra;-17.7892;-63.1975;Bolivia;BOL
Qinhuangdao;39.8882;119.5202;China;CHN
Jaipur;26.9;75.8;India;IND
Xinzhou;38.416;112.734;China;CHN
Lanzhou;36.0606;103.8268;China;CHN
Wuzhou;23.4767;111.279;China;CHN
Athens;37.9842;23.7281;Greece;GRC
San Diego;32.8313;-117.1222;United States;USA
Addis Ababa;9.03;38.74;Ethiopia;ETH
Taichung;24.1439;120.6794;Taiwan;TWN
Huainan;32.6314;117.0194;China;CHN
Guatemala City;14.6133;-90.5353;Guatemala;GTM
Kuwait City;29.3697;47.9783;Kuwait;KWT
Budapest;47.4925;19.0514;Hungary;HUN
Qincheng;34.5809;105.7311;China;CHN
Rizhao;35.417;119.527;China;CHN
Quezon City;14.65;121.0475;Philippines;PHL
Sanaa;15.3483;44.2064;Yemen;YEM
Tashkent;41.3111;69.2797;Uzbekistan;UZB
Kyiv;50.45;30.5233;Ukraine;UKR
Meishan;30.0771;103.8484;China;CHN
Incheon;37.4833;126.6333;Korea, South;KOR
Birmingham;52.48;-1.9025;United Kingdom;GBR
Ningde;26.6662;119.5477;China;CHN
Zhongshan;22.517;113.3925;China;CHN
Weihai;37.5133;122.1205;China;CHN
Bursa;40.1833;29.05;Turkey;TUR
Minneapolis;44.9635;-93.2678;United States;USA
Mbuji-Mayi;-6.15;23.6;Congo (Kinshasa);COD
Haikou;20.0186;110.3488;China;CHN
Tongliao;43.654;122.243;China;CHN
Chaoyang;41.571;120.453;China;CHN
La Paz;-16.4958;-68.1333;Bolivia;BOL
Pyongyang;39.0167;125.7475;Korea, North;PRK
Tampa;27.9945;-82.4447;United States;USA
Shaoguan;24.811;113.597;China;CHN
Heyuan;23.7443;114.7002;China;CHN
Brasília;-15.7939;-47.8828;Brazil;BRA
Omdurman;15.65;32.4833;Sudan;SDN
Malang;-7.98;112.62;Indonesia;IDN
Stuttgart;48.7775;9.18;Germany;DEU
Daqing;46.589;125.104;China;CHN
Rome;41.8933;12.4828;Italy;ITA
Brooklyn;40.6501;-73.9496;United States;USA
Kaohsiung;22.615;120.2975;Taiwan;TWN
Xiangtan;27.8313;112.9454;China;CHN
Longyan;25.076;117.017;China;CHN
Baotou;40.6213;109.9532;China;CHN
Handan;36.601;114.487;China;CHN
Jinzhou;41.129;121.148;China;CHN
Kanpur;26.4499;80.3319;India;IND
Denver;39.762;-104.8758;United States;USA
Nanping;26.6418;118.1774;China;CHN
Gāzipura;23.9889;90.375;Bangladesh;BGD
Shanwei;22.7872;115.3756;China;CHN
Chaozhou;23.658;116.622;China;CHN
Guayaquil;-2.19;-79.8875;Ecuador;ECU
Weifang;36.708;119.162;China;CHN
Huai’an;33.551;119.113;China;CHN
Zibo;36.8138;118.055;China;CHN
Ankang;32.6854;109.029;China;CHN
Mogadishu;2.0392;45.3419;Somalia;SOM
Munich;48.1375;11.575;Germany;DEU
Gulou;26.0865;119.298;China;CHN
Taipei;25.0375;121.5625;Taiwan;TWN
Bekasi;-6.2349;106.9923;Indonesia;IDN
Damascus;33.5131;36.2919;Syria;SYR
Sanming;26.2634;117.6389;China;CHN
Yangjiang;21.857;111.983;China;CHN
Jiamusi;46.8;130.319;China;CHN
Luohe;33.583;114.0109;China;CHN
Medellín;6.2308;-75.5906;Colombia;COL
Dingxi;35.608;104.592;China;CHN
Shaoxing;30.0511;120.5833;China;CHN
Yantai;37.4646;121.4478;China;CHN
Huizhou;23.112;114.416;China;CHN
Lishui;28.468;119.923;China;CHN
Xuanzhou;30.939;118.759;China;CHN
Khowrhesht;36.205;49.6872;Iran;IRN
Mirzāpur;25.146;82.569;India;IND
Zigong;29.339;104.779;China;CHN
Hamburg;53.55;10;Germany;DEU
Guangyuan;32.436;105.844;China;CHN
Cali;3.4206;-76.5222;Colombia;COL
Huangshi;30.2011;115.039;China;CHN
Xining;36.6224;101.7804;China;CHN
Lusaka;-15.4167;28.2833;Zambia;ZMB
Ouagadougou;12.3686;-1.5275;Burkina Faso;BFA
Yaoundé;3.8667;11.5167;Cameroon;CMR
Zhuhai;22.2716;113.5769;China;CHN
Huludao;40.711;120.837;China;CHN
Baoshan;25.112;99.161;China;CHN
Mecca;21.4225;39.8233;Saudi Arabia;SAU
Vancouver;49.25;-123.1;Canada;CAN
Lianshan;40.7523;120.828;China;CHN
Beirut;33.8983;35.5057;Lebanon;LBN
Salvador;-12.9747;-38.4767;Brazil;BRA
Bucharest;44.4325;26.1039;Romania;ROU
Longba;33.3702;104.9603;China;CHN
Nāgpur;21.1497;79.0806;India;IND
Queens;40.7498;-73.7976;United States;USA
Jilin;43.8519;126.5481;China;CHN
Tieling;42.2237;123.726;China;CHN
Accra;5.55;-0.2;Ghana;GHA
Yunfu;22.9152;112.0445;China;CHN
Bekasi Kota;-6.2333;107;Indonesia;IDN
Daegu;35.8717;128.6017;Korea, South;KOR
Ghāziābād;28.67;77.42;India;IND
Luoyang;34.6197;112.4539;China;CHN
Brisbane;-27.4678;153.0281;Australia;AUS
Anshun;26.2531;105.9476;China;CHN
Riverside;33.9381;-117.3949;United States;USA
Yingkou;40.625;122.219;China;CHN
Colombo;6.9344;79.8428;Sri Lanka;LKA
Yanjiang;30.129;104.627;China;CHN
Baku;40.3953;49.8822;Azerbaijan;AZE
Antananarivo;-18.91;47.525;Madagascar;MDG
Mudanjiang;44.5514;129.6329;China;CHN
Fukuoka;33.59;130.4017;Japan;JPN
Yan’an;36.65;109.494;China;CHN
Jincheng;35.491;112.852;China;CHN
Nantong;31.981;120.894;China;CHN
Lincang;23.884;100.089;China;CHN
Yuxi;24.347;102.527;China;CHN
Las Vegas;36.2333;-115.2654;United States;USA
Caracas;10.4806;-66.9036;Venezuela;VEN
Tangerang;-6.1703;106.6403;Indonesia;IDN
Laibin;23.7501;109.2212;China;CHN
Konya;37.8667;32.4833;Turkey;TUR
Supaul;26.126;86.605;India;IND
Vienna;48.2083;16.3725;Austria;AUT
Eşfahān;32.6447;51.6675;Iran;IRN
Baltimore;39.3051;-76.6144;United States;USA
Shengli;37.434;118.6746;China;CHN
Dandong;40.1167;124.3833;China;CHN
Qinbaling;35.7278;107.64;China;CHN
Gaoping;30.7824;106.1281;China;CHN
Awka;6.2069;7.0678;Nigeria;NGA
Taizhou;28.6557;121.4208;China;CHN
Ma’anshan;31.669;118.507;China;CHN
Harare;-17.8292;31.0522;Zimbabwe;ZWE
Perth;-31.9559;115.8606;Australia;AUS
St. Louis;38.6359;-90.2451;United States;USA
Phnom Penh;11.5694;104.9211;Cambodia;KHM
Depok;-6.394;106.8225;Indonesia;IDN
Stockholm;59.3294;18.0686;Sweden;SWE
Puning;23.298;116.166;China;CHN
Huaibei;33.956;116.798;China;CHN
Kowloon;22.3167;114.1833;Hong Kong;HKG
Córdoba;-31.4167;-64.1833;Argentina;ARG
Haiphong;20.8651;106.6838;Vietnam;VNM
Zamboanga City;6.9042;122.0761;Philippines;PHL
Chongzuo;22.377;107.365;China;CHN
Rawalpindi;33.6;73.0333;Pakistan;PAK
Portland;45.5371;-122.65;United States;USA
Kano;12;8.5167;Nigeria;NGA
Yushan;31.322;120.985;China;CHN
Havana;23.1367;-82.3589;Cuba;CUB
Hezhou;24.4042;111.5672;China;CHN
Pingliang;35.5424;106.6649;China;CHN
Vadodara;22.3;73.2;India;IND
Manaus;-3.1189;-60.0217;Brazil;BRA
Qingyang;24.7816;118.5517;China;CHN
San Antonio;29.4632;-98.5238;United States;USA
Rājkot;22.3;70.7833;India;IND
Shangzhou;33.868;109.9244;China;CHN
Vishākhapatnam;17.7042;83.2978;India;IND
Sanmenxia;34.7732;111.2004;China;CHN
Baicheng;45.62;122.838;China;CHN
Gujranwala;32.1567;74.19;Pakistan;PAK
Aleppo;36.2;37.16;Syria;SYR
Tijuana;32.525;-117.0333;Mexico;MEX
Bamenda;5.9614;10.1517;Cameroon;CMR
Minsk;53.9;27.5667;Belarus;BLR
Indore;22.7167;75.8472;India;IND
Karaj;35.8272;50.9489;Iran;IRN
Kananga;-5.897;22.4488;Congo (Kinshasa);COD
Peshawar;34.0144;71.5675;Pakistan;PAK
Sapporo;43.0619;141.3544;Japan;JPN
Sacramento;38.5677;-121.4685;United States;USA
Tilburg;51.55;5.0833;Netherlands;NLD
Pingxiang;27.659;113.887;China;CHN
Ecatepec;19.6097;-99.06;Mexico;MEX
Almaty;43.24;76.915;Kazakhstan;KAZ
Austin;30.3005;-97.7522;United States;USA
Yinchuan;38.485;106.225;China;CHN
Santos;-23.9369;-46.325;Brazil;BRA
Blantyre;-15.7861;35.0058;Malawi;MWI
Thāne;19.1972;72.9722;India;IND
Orlando;28.4773;-81.337;United States;USA
Tainan;22.9833;120.1833;Taiwan;TWN
Xiping;40.082;113.2981;China;CHN
Multan;30.1978;71.4697;Pakistan;PAK
Santa Cruz;-17.8;-63.1833;Bolivia;BOL
Port Harcourt;4.8242;7.0336;Nigeria;NGA
Jixi;45.295;130.969;China;CHN
Fushun;41.881;123.957;China;CHN
Warsaw;52.23;21.0111;Poland;POL
Beihai;21.481;109.12;China;CHN
Fuxin;42.022;121.67;China;CHN
Wuwei;37.929;102.638;China;CHN
Siping;43.1668;124.3506;China;CHN
San Juan;18.3985;-66.061;Puerto Rico;PRI
Mersin;36.8;34.6333;Turkey;TUR
Bhopāl;23.2599;77.4126;India;IND
Mosul;36.34;43.13;Iraq;IRQ
Lubumbashi;-11.6647;27.4794;Congo (Kinshasa);COD
Davao;7.07;125.6;Philippines;PHL
Curitiba;-25.4297;-49.2711;Brazil;BRA
San Jose;37.3012;-121.848;United States;USA
Shuyangzha;34.1299;118.7734;China;CHN
Adana;37;35.3213;Turkey;TUR
Quito;-0.22;-78.5125;Ecuador;ECU
Pittsburgh;40.4397;-79.9763;United States;USA
Brazzaville;-4.2694;15.2711;Congo (Brazzaville);COG
Hyderabad City;25.3792;68.3683;Pakistan;PAK
Diyarbakır;37.91;40.24;Turkey;TUR
Indianapolis;39.7771;-86.1458;United States;USA
Pimpri-Chinchwad;18.6186;73.8037;India;IND
Masqaţ;23.5889;58.4083;Oman;OMN
Montevideo;-34.8836;-56.1819;Uruguay;URY
Shuozhou;39.3317;112.4329;China;CHN
Manhattan;40.7834;-73.9662;United States;USA
Cincinnati;39.1413;-84.506;United States;USA
Kansas City;39.1238;-94.5541;United States;USA
Patna;25.594;85.1376;India;IND
Tegucigalpa;14.1058;-87.2047;Honduras;HND
Kampala;0.3136;32.5811;Uganda;UGA
Cleveland;41.4764;-81.6805;United States;USA
Sanzhou;30.82;108.4;China;CHN
Changshu;31.656;120.753;China;CHN
Heihe;50.2401;127.521;China;CHN
Conakry;9.5092;-13.7122;Guinea;GIN
Ximeicun;24.9612;118.3849;China;CHN
Caloocan City;14.65;120.97;Philippines;PHL
Masvingo;-20.0744;30.8328;Zimbabwe;ZWE
Zhongli;24.965;121.2168;Taiwan;TWN
Novosibirsk;55.05;82.95;Russia;RUS
Bilāspur;22.09;82.15;India;IND
Semarang;-6.99;110.4225;Indonesia;IDN
Jingdezhen;29.2917;117.1986;China;CHN
Ludhiāna;30.91;75.85;India;IND
Liaoyang;41.279;123.176;China;CHN
Chengtangcun;35.0833;117.15;China;CHN
Rājshāhi;24.3667;88.6;Bangladesh;BGD
Balandougou;13.3558;-9.5517;Mali;MLI
Jiangyin;31.839;120.295;China;CHN
Valencia;39.47;-0.3764;Spain;ESP
Āgra;27.18;78.02;India;IND
León de los Aldama;21.1167;-101.6833;Mexico;MEX
Puebla;19.0333;-98.1833;Mexico;MEX
Columbus;39.9862;-82.9855;United States;USA
Yopougon;5.3167;-4.0667;Côte d’Ivoire;CIV
Hebi;35.748;114.297;China;CHN
Shīrāz;29.61;52.5425;Iran;IRN
Madurai;9.9252;78.1198;India;IND
Huzhou;30.8925;120.0875;China;CHN
Tabrīz;38.0814;46.3006;Iran;IRN
Jamshedpur;22.7925;86.1842;India;IND
Maracaibo;10.6333;-71.6333;Venezuela;VEN
Sofia;42.7;23.33;Bulgaria;BGR
San José;9.9325;-84.08;Costa Rica;CRI
Prayagraj;25.4358;81.8464;India;IND
Palembang;-2.9861;104.7556;Indonesia;IDN
Kawasaki;35.5167;139.7;Japan;JPN
Kōbe;34.69;135.1956;Japan;JPN
Jiaxing;30.747;120.756;China;CHN
Kigali;-1.9439;30.0594;Rwanda;RWA
Zhangjiajie;29.117;110.479;China;CHN
Baiyin;36.5451;104.1389;China;CHN
Guiping;23.4;110.0833;China;CHN
Lianjiang;21.7333;110.2833;China;CHN
Jianguang;28.1958;115.7833;China;CHN
Yucheng;30.01;103.0415;China;CHN
Xushan;30.1667;121.2333;China;CHN
Panama City;8.9833;-79.5167;Panama;PAN
Nneyi-Umuleri;6.3333;6.8333;Nigeria;NGA
Leizhou;20.9143;110.0967;China;CHN
Gwangju;35.1653;126.8486;Korea, South;KOR
Katako-Kombe;-3.4;24.42;Congo (Kinshasa);COD
Recife;-8.05;-34.9;Brazil;BRA
Nāsik;19.9975;73.7898;India;IND
Valencia;10.1833;-68;Venezuela;VEN
Onitsha;6.1667;6.7833;Nigeria;NGA
Abu Dhabi;24.4667;54.3667;United Arab Emirates;ARE
Zapopan;20.7167;-103.4;Mexico;MEX
Daejeon;36.35;127.385;Korea, South;KOR
Bronx;40.8501;-73.8662;United States;USA
Yekaterinburg;56.8356;60.6128;Russia;RUS
Huazhou;32.688;112.087;China;CHN
Jinhua;29.079;119.647;China;CHN
Kyōto;35.0117;135.7683;Japan;JPN
Amsterdam;52.3728;4.8936;Netherlands;NLD
Pizhou;34.398;117.89;China;CHN
Kismaayo;-0.3581;42.5453;Somalia;SOM
Yangshe;31.8767;120.556;China;CHN
Virginia Beach;36.7335;-76.0435;United States;USA
Dakar;14.6928;-17.4467;Senegal;SEN
Goiânia;-16.6667;-49.25;Brazil;BRA
Charlotte;35.2083;-80.8303;United States;USA
Rui’an;27.7833;120.625;China;CHN
Muscat;23.6139;58.5922;Oman;OMN
Kharkiv;49.9925;36.2311;Ukraine;UKR
Wenling;28.3667;121.3667;China;CHN
Gaozhou;21.9244;110.8422;China;CHN
Farīdābād;28.4211;77.3078;India;IND
Medina;24.47;39.61;Saudi Arabia;SAU
Khulna;22.8167;89.55;Bangladesh;BGD
Ulaanbaatar;47.9203;106.9172;Mongolia;MNG
Fuqing;25.7167;119.3833;China;CHN
Kayseri;38.7225;35.4875;Turkey;TUR
Tel Aviv-Yafo;32.08;34.78;Israel;ISR
Wuzhong;37.9978;106.1986;China;CHN
Pingdu;36.7769;119.9884;China;CHN
Sangereng;-6.2889;106.7181;Indonesia;IDN
Yangquan;37.8571;113.5804;China;CHN
Samsun;41.2903;36.3336;Turkey;TUR
Yutan;28.278;112.552;China;CHN
Copenhagen;55.6761;12.5683;Denmark;DNK
Helsinki;60.1708;24.9375;Finland;FIN
Prague;50.0875;14.4214;Czechia;CZE
Milan;45.4669;9.19;Italy;ITA
Auckland;-36.8406;174.74;New Zealand;NZL
Santiago;19.4572;-70.6889;Dominican Republic;DOM
Chizhou;30.6654;117.4916;China;CHN
Makassar;-5.1619;119.4362;Indonesia;IDN
Liangshi;27.26;111.7442;China;CHN
Porto Alegre;-30.0331;-51.23;Brazil;BRA
Huangshan;29.7149;118.3376;China;CHN
Barranquilla;10.9833;-74.8019;Colombia;COL
Al Başrah;30.515;47.81;Iraq;IRQ
Benxi;41.4868;123.685;China;CHN
Saitama;35.8614;139.6456;Japan;JPN
Guarulhos;-23.4628;-46.5328;Brazil;BRA
Juárez;31.745;-106.485;Mexico;MEX
Mandalay;21.9831;96.0844;Burma;MMR
Xintai;35.909;117.768;China;CHN
Wusong;30.9333;117.7667;China;CHN
Calgary;51.05;-114.0667;Canada;CAN
Meerut;28.98;77.71;India;IND
Yushu;44.826;126.55;China;CHN
Belém;-1.4558;-48.5039;Brazil;BRA
Kuaidamao;41.7283;125.9397;China;CHN
Huazhou;21.664;110.6396;China;CHN
Baishan;41.944;126.4147;China;CHN
Adelaide;-34.9275;138.6;Australia;AUS
Haicheng;40.8824;122.6852;China;CHN
Milwaukee;43.0642;-87.9675;United States;USA
Providence;41.823;-71.4187;United States;USA
Jacksonville;30.3322;-81.6749;United States;USA
Yicheng;31.36;119.815;China;CHN
Cacuaco;-8.8053;13.2444;Angola;AGO
Porto;41.1621;-8.622;Portugal;PRT
Rosario;-32.9575;-60.6394;Argentina;ARG
Canagatan;18;121.8;Philippines;PHL
Soweto;-26.2678;27.8585;South Africa;ZAF
Bagam;1.13;104.0531;Indonesia;IDN
Jabalpur;23.1667;79.9333;India;IND
Rucheng;32.246;120.591;China;CHN
Huaiyin;33.5819;119.028;China;CHN
Dublin;53.35;-6.2603;Ireland;IRL
Kazan;55.7964;49.1089;Russia;RUS
Dayan;26.8552;100.2259;China;CHN
Shaoyang;32.912;119.8526;China;CHN
